epoch,condition,seed,detector,reward,training_visits,resets,states,epsilon
0,SEA_A__s112__splice__severe,27,adwin,53.46,57000,9,2,0.1
0,SEA_A__s112__clean__none,27,adwin,53.7,57000,4,2,0.1
0,RBF_I__s112__instance__severe,27,adwin,30.240000000000002,57000,7,2,0.1
0,RBF_I__s112__concept__severe,27,adwin,29.88,57000,9,2,0.1
0,SEA_A__s112__instance__moderate,27,adwin,53.64,57000,0,2,0.1
0,RBF_I__s112__instance__moderate,27,adwin,31.7,57000,7,2,0.1
0,SEA_A__s112__instance__severe,27,adwin,54.12,57000,2,2,0.1
0,RBF_I__s112__concept__moderate,27,adwin,31.96,57000,10,2,0.1
0,SEA_A__s112__splice__moderate,27,adwin,53.86,57000,4,2,0.1
0,RBF_I__s112__splice__moderate,27,adwin,32.06,57000,11,2,0.1
0,SEA_A__s112__concept__moderate,27,adwin,53.86,57000,9,2,0.1
0,SEA_A__s112__concept__severe,27,adwin,53.28,57000,10,2,0.1
0,RBF_I__s112__clean__none,27,adwin,34.52,57000,0,2,0.1
0,RBF_I__s112__splice__severe,27,adwin,30.66,57000,9,2,0.1
1,SEA_A__s112__splice__moderate,27,adwin,54.02,57000,2,2,0.1
1,SEA_A__s112__clean__none,27,adwin,54.14,57000,6,2,0.1
1,SEA_A__s112__concept__moderate,27,adwin,53.86,57000,9,2,0.1
1,RBF_I__s112__splice__severe,27,adwin,30.7,57000,9,2,0.1
1,SEA_A__s112__instance__moderate,27,adwin,54.38,57000,24,2,0.1
1,SEA_A__s112__instance__severe,27,adwin,54.08,57000,28,2,0.1
1,RBF_I__s112__concept__moderate,27,adwin,32.76,57000,25,2,0.1
1,RBF_I__s112__clean__none,27,adwin,32.660000000000004,57000,21,2,0.1
1,RBF_I__s112__instance__moderate,27,adwin,31.64,57000,29,2,0.1
1,RBF_I__s112__instance__severe,27,adwin,30.68,57000,4,2,0.1
1,SEA_A__s112__splice__severe,27,adwin,54.0,57000,32,2,0.1
1,SEA_A__s112__concept__severe,27,adwin,53.78,57000,20,2,0.1
1,RBF_I__s112__concept__severe,27,adwin,31.94,57000,25,2,0.1
1,RBF_I__s112__splice__moderate,27,adwin,32.1,57000,29,2,0.1
2,SEA_A__s112__instance__moderate,27,adwin,54.32,57000,28,2,0.1
2,SEA_A__s112__concept__severe,27,adwin,53.8,57000,19,2,0.1
2,RBF_I__s112__splice__severe,27,adwin,32.04,57000,22,2,0.1
2,SEA_A__s112__instance__severe,27,adwin,53.12,57000,1,2,0.1
2,RBF_I__s112__splice__moderate,27,adwin,31.52,57000,13,2,0.1
2,RBF_I__s112__concept__moderate,27,adwin,31.44,57000,12,2,0.1
2,SEA_A__s112__splice__severe,27,adwin,53.64,57000,7,2,0.1
2,SEA_A__s112__concept__moderate,27,adwin,53.76,57000,7,2,0.1
2,SEA_A__s112__splice__moderate,27,adwin,53.519999999999996,57000,8,2,0.1
2,RBF_I__s112__instance__moderate,27,adwin,31.48,57000,7,2,0.1
2,SEA_A__s112__clean__none,27,adwin,54.32,57000,3,2,0.1
2,RBF_I__s112__instance__severe,27,adwin,30.38,57000,5,2,0.1
2,RBF_I__s112__clean__none,27,adwin,32.7,57000,29,2,0.1
2,RBF_I__s112__concept__severe,27,adwin,30.12,57000,10,2,0.1
3,RBF_I__s112__clean__none,27,adwin,32.04,57000,4,2,0.1
3,RBF_I__s112__instance__moderate,27,adwin,31.42,57000,30,2,0.1
3,RBF_I__s112__splice__moderate,27,adwin,33.8,57000,1,2,0.1
3,SEA_A__s112__concept__severe,27,adwin,53.5,57000,10,2,0.1
3,RBF_I__s112__concept__moderate,27,adwin,31.38,57000,12,2,0.1
3,SEA_A__s112__splice__severe,27,adwin,53.36,57000,6,2,0.1
3,SEA_A__s112__clean__none,27,adwin,54.12,57000,3,2,0.1
3,RBF_I__s112__splice__severe,27,adwin,30.68,57000,9,2,0.1
3,SEA_A__s112__instance__severe,27,adwin,54.06,57000,30,2,0.1
3,RBF_I__s112__instance__severe,27,adwin,30.06,57000,33,2,0.1
3,SEA_A__s112__instance__moderate,27,adwin,53.8,57000,1,2,0.1
3,SEA_A__s112__concept__moderate,27,adwin,53.9,57000,7,2,0.1
3,SEA_A__s112__splice__moderate,27,adwin,53.98,57000,9,2,0.1
3,RBF_I__s112__concept__severe,27,adwin,31.1,57000,7,2,0.1
